epoch,loss,prediction_coarse_accuracy,prediction_fine_accuracy,prediction_medium_accuracy,val_loss,val_prediction_coarse_accuracy,val_prediction_fine_accuracy,val_prediction_medium_accuracy
0,0.1748255342245102,0.8564518690109253,0.3689413070678711,0.7053526043891907,0.18056146800518036,0.8519253134727478,0.3276492953300476,0.6863024830818176
1,0.13776834309101105,0.860688328742981,0.40637579560279846,0.7145357728004456,0.13673999905586243,0.8632107377052307,0.414956271648407,0.7175543904304504
2,0.13332660496234894,0.8657111525535583,0.42270421981811523,0.7224505543708801,0.13372613489627838,0.8647609353065491,0.4185527265071869,0.7200967073440552
3,0.12732583284378052,0.8738288283348083,0.4415609538555145,0.7349315285682678,0.12767356634140015,0.867365300655365,0.44664227962493896,0.7217089533805847
4,0.12184621393680573,0.8798072338104248,0.4629122316837311,0.7470742464065552,0.11773264408111572,0.8813790678977966,0.48291686177253723,0.758231520652771
5,0.11688270419836044,0.8870708346366882,0.47970572113990784,0.7610011696815491,0.11632368713617325,0.8688534498214722,0.48558318614959717,0.7490543723106384
6,0.11347240954637527,0.8907745480537415,0.4909014105796814,0.7698207497596741,0.11197035014629364,0.8813170194625854,0.49885284900665283,0.76492840051651
7,0.11060472577810287,0.8944613337516785,0.5015051364898682,0.7764755487442017,0.10943492501974106,0.8939666152000427,0.5011471509933472,0.7710671424865723
8,0.10773245245218277,0.8986047506332397,0.5104684829711914,0.7860984206199646,0.11745675653219223,0.8860296607017517,0.48961368203163147,0.7512246370315552
9,0.10506980866193771,0.9018687605857849,0.5231608152389526,0.7926687002182007,0.10073162615299225,0.8996093273162842,0.5330811738967896,0.7889254093170166
10,0.10162366926670074,0.908007800579071,0.5312278270721436,0.802629828453064,0.1005522832274437,0.8999193906784058,0.5308488607406616,0.7894214391708374
11,0.09764695167541504,0.9140284061431885,0.5407576560974121,0.8132927417755127,0.1031084731221199,0.8985552191734314,0.5365536212921143,0.7809883952140808
12,0.0941108912229538,0.9212413430213928,0.5502621531486511,0.8237865567207336,0.1012636199593544,0.8997333645820618,0.5353754758834839,0.7865071296691895
13,0.08965180069208145,0.9296888113021851,0.5625232458114624,0.8359715938568115,0.1044207289814949,0.8855955600738525,0.539281964302063,0.7719352841377258
14,0.0851154625415802,0.9374260306358337,0.5718332529067993,0.8486639857292175,0.09866142272949219,0.8998574018478394,0.5487691164016724,0.7931419610977173
15,0.08082364499568939,0.9447911381721497,0.5836800336837769,0.8616776466369629,0.09935496747493744,0.8980591297149658,0.5463508367538452,0.790661633014679
16,0.07653196156024933,0.9514713287353516,0.5919499397277832,0.8730677962303162,0.09839747846126556,0.9009734988212585,0.5486451387405396,0.7848948836326599
17,0.07286002486944199,0.9572805762290955,0.6022323966026306,0.8837814927101135,0.0998818576335907,0.899051308631897,0.5525516271591187,0.7795002460479736
18,0.07026176899671555,0.9592761993408203,0.6115254759788513,0.8892863392829895,0.09889090061187744,0.8980591297149658,0.5482110977172852,0.7847709059715271
19,0.0675504058599472,0.9628530144691467,0.6175122857093811,0.8974294066429138,0.10045906156301498,0.9011595249176025,0.54889315366745,0.7798102498054504
20,0.06481419503688812,0.965753436088562,0.6255453824996948,0.9059783816337585,0.10128701478242874,0.8947107195854187,0.5524275898933411,0.7721832990646362
21,0.06326650083065033,0.9676052927970886,0.6328851580619812,0.9105530381202698,0.10057470947504044,0.896818995475769,0.5450486540794373,0.7776399850845337
22,0.061029382050037384,0.9695501327514648,0.6387282013893127,0.9174699783325195,0.09987793862819672,0.8968809843063354,0.5562101006507874,0.7782600522041321
23,0.05894526466727257,0.9706240296363831,0.6464738845825195,0.9230170845985413,0.10044801980257034,0.891424298286438,0.5565821528434753,0.7779500484466553
24,0.05757980793714523,0.9718501567840576,0.6530441641807556,0.9270843863487244,0.09993182867765427,0.8937805891036987,0.5573261976242065,0.7799962759017944
25,0.05692822113633156,0.9719516038894653,0.657627284526825,0.9283358454704285,0.10077542811632156,0.8992993235588074,0.5561480522155762,0.773051381111145
26,0.05559949576854706,0.9738034605979919,0.6635379791259766,0.9324539303779602,0.10120543092489243,0.8936566114425659,0.5577602982521057,0.7744155526161194
27,0.05473055690526962,0.9733214974403381,0.6667258739471436,0.9339506030082703,0.10035405308008194,0.8989892601966858,0.5563961267471313,0.7742915749549866
28,0.05349530652165413,0.9744799733161926,0.6737865805625916,0.9365634918212891,0.09989822655916214,0.8996093273162842,0.5590624213218689,0.7862590551376343
29,0.05256979539990425,0.9754692912101746,0.6791983842849731,0.9400135278701782,0.10097210854291916,0.8954548239707947,0.5608606934547424,0.773609459400177
30,0.05206548050045967,0.9762387871742249,0.6832910776138306,0.9412057995796204,0.1005357950925827,0.8989272713661194,0.5538538098335266,0.7782600522041321
31,0.05110086873173714,0.9760358333587646,0.6870539784431458,0.9425756931304932,0.09795821458101273,0.9002294540405273,0.5661313533782959,0.7837167382240295
