epoch,loss,prediction_coarse_accuracy,prediction_fine_accuracy,prediction_medium_accuracy,val_loss,val_prediction_coarse_accuracy,val_prediction_fine_accuracy,val_prediction_medium_accuracy
0,0.17464633285999298,0.8577963709831238,0.3593860864639282,0.7072890400886536,0.15961463749408722,0.85738205909729,0.39306753873825073,0.711539626121521
1,0.13705672323703766,0.8614578247070312,0.3938440680503845,0.7135463953018188,0.13891851902008057,0.8550877571105957,0.4102436900138855,0.6998201608657837
2,0.1314258724451065,0.8705225586891174,0.4179435074329376,0.7240064144134521,0.12323343008756638,0.8786507248878479,0.4415576457977295,0.7369628548622131
3,0.12462448328733444,0.877938449382782,0.44461357593536377,0.7379502654075623,0.12478509545326233,0.8849754929542542,0.44416195154190063,0.7250573635101318
4,0.11940111219882965,0.8834855556488037,0.4662438631057739,0.7525959610939026,0.11539486050605774,0.8913623094558716,0.4850251078605652,0.7524027824401855
5,0.1156299039721489,0.8876035809516907,0.4820818603038788,0.7631743550300598,0.11323804408311844,0.8842313885688782,0.49488434195518494,0.7582935690879822
6,0.1121964305639267,0.891746997833252,0.4969896972179413,0.7723828554153442,0.10701164603233337,0.8949587941169739,0.517207145690918,0.7718732357025146
7,0.109127938747406,0.8960257172584534,0.5113732218742371,0.7808049917221069,0.10506684333086014,0.8967570066452026,0.5325230956077576,0.7842128276824951
8,0.10561027377843857,0.9021562933921814,0.5222729444503784,0.7906138896942139,0.11025941371917725,0.8858436346054077,0.5185713171958923,0.7595956921577454
9,0.10162628442049026,0.9072383046150208,0.5350752472877502,0.8026805520057678,0.10708415508270264,0.8960129022598267,0.5326471328735352,0.7700130343437195
10,0.09792521595954895,0.9141975045204163,0.5469812154769897,0.813630998134613,0.10703374445438385,0.8947107195854187,0.5346933603286743,0.7721832990646362
11,0.09334612637758255,0.9233637452125549,0.557246744632721,0.8271097540855408,0.1059979572892189,0.8949587941169739,0.5431884527206421,0.7809264063835144
12,0.08891383558511734,0.9314730167388916,0.5689497590065002,0.8392524719238281,0.10641586035490036,0.8926024436950684,0.5418862700462341,0.7660444974899292
13,0.08380410820245743,0.9386183023452759,0.5802469253540039,0.8519448637962341,0.106438048183918,0.8929744958877563,0.5411421656608582,0.7682148218154907
14,0.07947221398353577,0.9466683864593506,0.5921698212623596,0.8639015555381775,0.10933913290500641,0.8775965571403503,0.5342593193054199,0.7635021805763245
15,0.07583516836166382,0.9519025683403015,0.5977422595024109,0.8726619482040405,0.10156123340129852,0.8927884697914124,0.5484591126441956,0.7821045517921448
16,0.07218354195356369,0.9572129249572754,0.609183132648468,0.8846524357795715,0.10536264628171921,0.8928505182266235,0.5445526242256165,0.7651764154434204
17,0.06953460723161697,0.9602824449539185,0.6149247288703918,0.8905293345451355,0.10672231763601303,0.8914863467216492,0.537235677242279,0.7666025757789612
18,0.06659357994794846,0.9633350372314453,0.6271858811378479,0.9001268148422241,0.10239508002996445,0.8936566114425659,0.5505053400993347,0.7739195227622986
19,0.06413605809211731,0.965998649597168,0.6342042684555054,0.9069254398345947,0.10361332446336746,0.8911762833595276,0.5469709038734436,0.7721832990646362
20,0.061772819608449936,0.9675799012184143,0.6414341330528259,0.9140368700027466,0.10264220833778381,0.8921064138412476,0.5503813624382019,0.7739195227622986
21,0.05985863134264946,0.9692626595497131,0.6501352787017822,0.919744610786438,0.10416772961616516,0.891424298286438,0.5439325571060181,0.7715011835098267
22,0.05825236439704895,0.9705310463905334,0.6573651432991028,0.9247674345970154,0.10573898255825043,0.8937186002731323,0.5458548069000244,0.7602778077125549
23,0.05691009759902954,0.9718247652053833,0.6633434891700745,0.9284880757331848,0.10453344881534576,0.8909282684326172,0.5492652058601379,0.7625100612640381
24,0.05531954765319824,0.9731185436248779,0.669998288154602,0.9329105615615845,0.10302077978849411,0.8909282684326172,0.5508154034614563,0.774911642074585
25,0.0541067011654377,0.973871111869812,0.6734652519226074,0.9358447194099426,0.10365216434001923,0.8950207829475403,0.5456687808036804,0.7703230381011963
26,0.05284638702869415,0.9742600917816162,0.6827414035797119,0.9384745359420776,0.10691790282726288,0.8924784660339355,0.54796302318573,0.765300452709198
27,0.05220888927578926,0.9752325415611267,0.6891341209411621,0.9415440559387207,0.10515274852514267,0.8940286636352539,0.548149049282074,0.7671606540679932
28,0.05096491053700447,0.9762810468673706,0.6966260671615601,0.9449602365493774,0.10495660454034805,0.8936566114425659,0.5468469262123108,0.7697029709815979
29,0.04995652660727501,0.9760189652442932,0.7017503976821899,0.9461694359779358,0.10389852523803711,0.8911762833595276,0.5477150082588196,0.7685868144035339
30,0.04960355535149574,0.976002037525177,0.7065195441246033,0.946685254573822,0.10561751574277878,0.8920444250106812,0.5466609001159668,0.764184296131134
31,0.04878813773393631,0.9761711359024048,0.7134618759155273,0.9486132264137268,0.10490761697292328,0.8919203877449036,0.5521175861358643,0.7697029709815979
32,0.04805697873234749,0.9771520495414734,0.7205395102500916,0.9507779479026794,0.10456180572509766,0.8928505182266235,0.5501332879066467,0.7728033661842346
33,0.0473874993622303,0.9779807329177856,0.7263656258583069,0.9517757296562195,0.10399382561445236,0.8948967456817627,0.5470329523086548,0.773237407207489
34,0.046863604336977005,0.9777355194091797,0.7316759824752808,0.9535346031188965,0.10450762510299683,0.8931605219841003,0.5444285869598389,0.7684628367424011
35,0.04603886231780052,0.9781329035758972,0.7396414875984192,0.9542702436447144,0.10438065975904465,0.8947727680206299,0.5500712990760803,0.772679328918457
36,0.04546906426548958,0.9786487221717834,0.7451801300048828,0.9552934169769287,0.10615675151348114,0.892726480960846,0.5473429560661316,0.7686488628387451
37,0.04530515894293785,0.9778538942337036,0.7501775622367859,0.9546169638633728,0.10632212460041046,0.8926644921302795,0.5463508367538452,0.7675946950912476
38,0.044815558940172195,0.9782766699790955,0.7557500600814819,0.9558430314064026,0.10512015223503113,0.8943386673927307,0.548335075378418,0.774167537689209
39,0.04428804665803909,0.9783865809440613,0.7629714012145996,0.9566040635108948,0.1061958596110344,0.8926024436950684,0.5455447435379028,0.773795485496521
40,0.043770331889390945,0.979375958442688,0.7687891125679016,0.9570522308349609,0.10694848746061325,0.8934705853462219,0.5397160053253174,0.7676567435264587
41,0.043262600898742676,0.9788347482681274,0.774370014667511,0.9579739570617676,0.1052410900592804,0.8952068090438843,0.5415762662887573,0.774725615978241
42,0.04315604642033577,0.9790207743644714,0.7788516879081726,0.95843905210495,0.10591515153646469,0.8957648873329163,0.5430644154548645,0.7734854817390442
43,0.04307572916150093,0.9784626960754395,0.7829697132110596,0.9581177234649658,0.10719959437847137,0.892540454864502,0.5413281917572021,0.7708191275596619
44,0.04253742843866348,0.9787502288818359,0.7871300578117371,0.9584559202194214,0.10766627639532089,0.8951447606086731,0.5415142178535461,0.7674707174301147
