Epoch,Coarse_Accuracy,Coarse_LossWeight,Fine_Accuracy,Fine_LossWeight
0,0.8877485990524292,0.7641411343827622,0.18578657507896423,0.23585886561723782
1,0.9234818816184998,0.887021589283558,0.7709694504737854,0.11297841071644191
2,0.9295632243156433,0.9161617750310871,0.8485262989997864,0.08383822496891301
3,0.9345436692237854,0.9153901483670809,0.8578214049339294,0.08460985163291908
4,0.9353693127632141,0.9163020071640778,0.8612659573554993,0.08369799283592218
5,0.937775194644928,0.9158143750464639,0.8655806183815002,0.0841856249535361
6,0.9376598000526428,0.9179901955557246,0.8691228628158569,0.08200980444427539
7,0.9408025741577148,0.9161803873878153,0.8727272748947144,0.08381961261218479
8,0.9413796067237854,0.917275789141555,0.875763475894928,0.08272421085844502
9,0.9429332613945007,0.9161082039273557,0.8771928548812866,0.08389179607264421
10,0.9439630508422852,0.9169768339228298,0.8807706236839294,0.08302316607717015
11,0.9446644186973572,0.9162191808447181,0.8810902237892151,0.08378081915528189
12,0.9462801814079285,0.9162599286933518,0.8846235871315002,0.08374007130664816
13,0.947540819644928,0.9162479633350132,0.8873135447502136,0.08375203666498683
14,0.9486860632896423,0.9162596990123741,0.8897904753684998,0.08374030098762586
15,0.9491388201713562,0.9153033320874597,0.8893998861312866,0.08469666791254028
16,0.9505681991577148,0.9146052055774881,0.8915393948554993,0.08539479442251184
17,0.9508522748947144,0.9143596245526694,0.8918235301971436,0.08564037544733054
18,0.9519442319869995,0.9155591819220101,0.8958451747894287,0.08444081807798991
19,0.9541637301445007,0.9131210034478474,0.8975142240524292,0.08687899655215257
20,0.9549449682235718,0.912179829355295,0.8980646133422852,0.08782017064470495
21,0.9556818008422852,0.9125858968779945,0.9002397060394287,0.08741410312200545
22,0.9562588930130005,0.9126195481578923,0.901580274105072,0.08738045184210777
23,0.9574573636054993,0.9126953894612782,0.9043679237365723,0.0873046105387218
24,0.9590021371841431,0.909992666690912,0.9047052264213562,0.09000733330908797
25,0.9590198993682861,0.9120611591772607,0.9071466326713562,0.08793884082273934
26,0.9605468511581421,0.9076718771362483,0.9056906700134277,0.09232812286375162
27,0.9614346623420715,0.9087542387886421,0.9090021252632141,0.09124576121135793
28,0.9627752304077148,0.9075046806981358,0.910839855670929,0.0924953193018642
29,0.9635387063026428,0.9078718910942497,0.9130504131317139,0.09212810890575035
30,0.9651544690132141,0.9043291108602661,0.9133700132369995,0.09567088913973391
31,0.9651811122894287,0.9057647578280732,0.9148703813552856,0.09423524217192675
32,0.96630859375,0.9035668411741765,0.9155007004737854,0.09643315882582346
33,0.9665926694869995,0.9040448602677583,0.9166725873947144,0.09595513973224173
34,0.9689009189605713,0.9010809356105249,0.9197709560394287,0.09891906438947497
35,0.9685901999473572,0.901347500801631,0.9192116260528564,0.09865249919836903
36,0.970019519329071,0.9005793646969054,0.9222212433815002,0.09942063530309468
37,0.9696378111839294,0.9000503267895472,0.9207652807235718,0.09994967321045264
38,0.9701615571975708,0.9010981544947247,0.9230380058288574,0.09890184550527532
39,0.9704722762107849,0.9010433478491396,0.9237926006317139,0.09895665215086043
40,0.9713068008422852,0.8986275741672588,0.9239346385002136,0.10137242583274118
41,0.972363293170929,0.897277679566405,0.9256480932235718,0.10272232043359503
42,0.9735262989997864,0.8949350710427272,0.9269620180130005,0.10506492895727287
43,0.9742098450660706,0.8950826304544807,0.9289594888687134,0.10491736954551929
44,0.9738547801971436,0.895466814646686,0.9282759428024292,0.10453318535331398
45,0.9745028614997864,0.8947632821604194,0.9295276999473572,0.10523671783958058
46,0.9744850993156433,0.8944377880219159,0.9292347431182861,0.10556221197808414
47,0.9752130508422852,0.8935921539288281,0.9306374192237854,0.1064078460711719
48,0.9761186242103577,0.8917964755136925,0.9319069385528564,0.10820352448630753
49,0.9764559864997864,0.8924433432572534,0.933318555355072,0.10755665674274652
50,0.9762784242630005,0.8903003797822134,0.9313121438026428,0.1096996202177866
51,0.9762606620788574,0.8925106698431046,0.932812511920929,0.10748933015689546
52,0.9775390625,0.8896986154218811,0.9345614314079285,0.11030138457811886
53,0.9777964949607849,0.8884279942758968,0.9344726800918579,0.11157200572410315
54,0.977325975894928,0.890093488763441,0.9342063069343567,0.10990651123655902
55,0.9782137870788574,0.8869697356458998,0.9347567558288574,0.1130302643541002
56,0.9779385924339294,0.8892635716869031,0.9354403614997864,0.11073642831309685
57,0.979296863079071,0.8852596886700015,0.9369406700134277,0.11474031132999853
58,0.9792879819869995,0.8867208101785718,0.9378196001052856,0.11327918982142816
59,0.9795632362365723,0.8835912958247952,0.9367276430130005,0.1164087041752048
60,0.9793057441711426,0.8869504548834872,0.9380149245262146,0.11304954511651288
61,0.9794744253158569,0.885592783067984,0.9376864433288574,0.11440721693201608
62,0.9797940254211426,0.884153819346948,0.9377840757369995,0.11584618065305202
63,0.9802911877632141,0.8823082440979458,0.9382191300392151,0.11769175590205415
64,0.9802467823028564,0.881500163215744,0.9375976324081421,0.11849983678425609
65,0.9808061122894287,0.8816373693164746,0.9394442439079285,0.11836263068352548
66,0.9807883501052856,0.8820550389400535,0.9396306872367859,0.11794496105994655
67,0.9814097881317139,0.8789048784839804,0.9398082494735718,0.12109512151601969
68,0.9801846742630005,0.8863278505479135,0.9402787685394287,0.11367214945208651
69,0.9800426363945007,0.8863905637399786,0.9398881196975708,0.11360943626002133
70,0.9812943935394287,0.8817704664873304,0.9410600066184998,0.11822953351266965
71,0.9805042743682861,0.8844063779647964,0.9401189684867859,0.11559362203520368
72,0.9813653826713562,0.8813577428174953,0.9410511255264282,0.11864225718250472
73,0.9820578694343567,0.8767249032964746,0.9407137632369995,0.12327509670352552
74,0.9814097881317139,0.8820240532256951,0.9415660500526428,0.11797594677430488
75,0.9816761612892151,0.8807697707133013,0.9417080879211426,0.11923022928669874
76,0.9812766313552856,0.8831422659741384,0.9417791366577148,0.11685773402586165
77,0.9820756316184998,0.8784193074303841,0.941699206829071,0.1215806925696159
78,0.9818625450134277,0.8803371769994583,0.9420632123947144,0.11966282300054154
79,0.9816495180130005,0.88045925395875,0.9414506554603577,0.11954074604124998
80,0.9823774695396423,0.877484293266948,0.9421786069869995,0.12251570673305207
81,0.9813831448554993,0.8821098119961832,0.9415305256843567,0.11789018800381676
82,0.9819691181182861,0.879293550921114,0.9418323636054993,0.12070644907888604
83,0.9828835129737854,0.8761264017156871,0.9431285262107849,0.12387359828431291
84,0.982697069644928,0.8777513876477079,0.9433682560920715,0.12224861235229226
85,0.9825994372367859,0.8769491654767549,0.9426225423812866,0.12305083452324517
86,0.9826793074607849,0.8784837939177703,0.9436967372894287,0.12151620608222963
87,0.9823331236839294,0.8798846656922625,0.9433238506317139,0.12011533430773753
88,0.9824129939079285,0.8788405201584233,0.9430220127105713,0.12115947984157664
89,0.9820845127105713,0.8806336674744351,0.9429332613945007,0.119366332525565
90,0.9827681183815002,0.8755074191230248,0.9424183368682861,0.12449258087697525
91,0.9823508262634277,0.8791329911444182,0.9429776072502136,0.12086700885558174
92,0.9828036427497864,0.8769854577032533,0.9433149695396423,0.12301454229674662
93,0.9825816750526428,0.8782954406879665,0.9432794451713562,0.12170455931203343
94,0.9830255508422852,0.8785907100563904,0.9448775053024292,0.12140928994360951
95,0.9824662804603577,0.8799828074965983,0.9438032507896423,0.12001719250340162
96,0.9824573993682861,0.878887018382805,0.9431906938552856,0.12111298161719494
97,0.9829012751579285,0.8789397189485324,0.9446555376052856,0.12106028105146756
98,0.983185350894928,0.8753689200363778,0.9437411427497864,0.12463107996362227
99,0.9826881885528564,0.8808435738061907,0.9449662566184998,0.11915642619380926
