epoch,loss,prediction_coarse_accuracy,prediction_fine_accuracy,prediction_medium_accuracy,val_loss,val_prediction_coarse_accuracy,val_prediction_fine_accuracy,val_prediction_medium_accuracy
0,0.6381146907806396,0.19102436304092407,0.01484818197786808,0.06406406313180923,nan,0.13738350570201874,0.009665170684456825,0.05419399216771126
1,0.5578615665435791,0.2530864179134369,0.04137470945715904,0.1084417775273323,nan,0.2340352088212967,0.03382809832692146,0.09285467863082886
2,0.5215253233909607,0.308475136756897,0.08775442093610764,0.153987318277359,nan,0.3148084282875061,0.07317914813756943,0.14704866707324982
3,0.48877954483032227,0.3807140588760376,0.15365365147590637,0.2177177220582962,nan,0.29927510023117065,0.07214359939098358,0.14670348167419434
4,0.4499106705188751,0.4599599540233612,0.2293960601091385,0.30830830335617065,nan,0.34380394220352173,0.09043838083744049,0.18329305946826935
5,0.4100611209869385,0.5438771843910217,0.3335001766681671,0.4232565760612488,nan,0.3313772976398468,0.0883672758936882,0.16810493171215057
6,0.36541762948036194,0.6459792852401733,0.4317651093006134,0.5485485196113586,nan,0.350017249584198,0.10666206479072571,0.18674491345882416
7,0.3103781044483185,0.7495828866958618,0.5643977522850037,0.6848515272140503,nan,0.3759061098098755,0.1270279586315155,0.206420436501503
8,0.2665386199951172,0.8168168067932129,0.6603270173072815,0.7872872948646545,nan,0.3772868514060974,0.1397997885942459,0.21781152486801147
9,0.22721639275550842,0.8630297183990479,0.7459125518798828,0.8476809859275818,nan,0.37866759300231934,0.13289609551429749,0.21263375878334045
10,0.1886955201625824,0.9109109044075012,0.8286619782447815,0.9109109044075012,nan,0.36727648973464966,0.14325164258480072,0.20883673429489136
11,0.16262327134609222,0.9287620782852173,0.883550226688385,0.9386052489280701,nan,0.3779772222042084,0.13910941779613495,0.21574042737483978
12,0.15242260694503784,0.942776083946228,0.9010677337646484,0.9444444179534912,nan,0.3904038667678833,0.14601311087608337,0.21608561277389526
13,0.13126496970653534,0.9519519805908203,0.9272605776786804,0.9562896490097046,nan,0.3886779546737671,0.14981015026569366,0.2081463634967804
14,0.12382593750953674,0.9532866477966309,0.9402735829353333,0.9574574828147888,nan,0.38004833459854126,0.14946496486663818,0.20952709019184113
15,0.12079697847366333,0.952285647392273,0.9486152529716492,0.9616283178329468,nan,0.3886779546737671,0.138419046998024,0.20711080729961395
16,0.11703552305698395,0.9584584832191467,0.955455482006073,0.9642976522445679,nan,0.3772868514060974,0.1401449739933014,0.20780117809772491
17,0.11055794358253479,0.9616283178329468,0.9589589834213257,0.9631298184394836,nan,0.3835001587867737,0.13393165171146393,0.19813600182533264
18,0.10739245265722275,0.965965986251831,0.9621288180351257,0.9681348204612732,nan,0.3890231251716614,0.1473938524723053,0.21401450037956238
19,0.1034727394580841,0.9649649858474731,0.962796151638031,0.9662996530532837,nan,0.3703831434249878,0.14256127178668976,0.20124267041683197
20,0.10223717987537384,0.9661328196525574,0.9661328196525574,0.9726393222808838,nan,0.38246461749076843,0.13220572471618652,0.20296858251094818
