epoch,loss,prediction_coarse_accuracy,prediction_fine_accuracy,val_loss,val_prediction_coarse_accuracy,val_prediction_fine_accuracy
0,0.1032564714550972,0.8896583914756775,0.2845931351184845,0.06182330101728439,0.9219681024551392,0.6535106301307678
1,0.0749998390674591,0.9201812744140625,0.7478805780410767,0.05012624338269234,0.9325531721115112,0.8325532078742981
2,0.06866233795881271,0.9262468218803406,0.817714273929596,0.04560742899775505,0.9310106635093689,0.8452659845352173
3,0.06559514999389648,0.9304146766662598,0.8360793590545654,0.0414997935295105,0.9386702179908752,0.8654255270957947
4,0.06374101340770721,0.9324719905853271,0.8450978994369507,0.037806782871484756,0.9423404335975647,0.8795212507247925
5,0.06215107440948486,0.9360634088516235,0.8526709675788879,0.04195958003401756,0.9398936033248901,0.8752127885818481
6,0.06127598509192467,0.9361964464187622,0.8568920493125916,0.04081311449408531,0.9407978653907776,0.8808510899543762
7,0.05977750942111015,0.9386793971061707,0.8624078035354614,0.03820192441344261,0.9424999952316284,0.8823935985565186
8,0.05910414457321167,0.9401071071624756,0.8642611503601074,0.03936540707945824,0.9411170482635498,0.8834042549133301
9,0.0586223229765892,0.9412776827812195,0.8672318458557129,0.03779495880007744,0.9456914663314819,0.8872340321540833
10,0.05701233819127083,0.9428738355636597,0.8720647692680359,0.03700070083141327,0.9420744776725769,0.8897340297698975
11,0.05691158026456833,0.9438315629959106,0.8743349313735962,0.03542694076895714,0.9476063847541809,0.8924468159675598
12,0.05626598000526428,0.9448159337043762,0.8753281235694885,0.03785228356719017,0.9440957307815552,0.892074465751648
13,0.05559343472123146,0.9454543590545654,0.8767735362052917,0.03691663220524788,0.9453723430633545,0.8926595449447632
14,0.054379209876060486,0.9485580921173096,0.8803472518920898,0.03668520599603653,0.9451595544815063,0.8928723335266113
15,0.05391232296824455,0.9489127993583679,0.8825021386146545,0.03700833395123482,0.9448404312133789,0.8906382918357849
16,0.0532512441277504,0.949081301689148,0.8826528787612915,0.036753639578819275,0.9444149136543274,0.894361674785614
17,0.05255531892180443,0.9511563777923584,0.8858630061149597,0.03699035942554474,0.9440425634384155,0.8895744681358337
18,0.05182488262653351,0.9526106715202332,0.8877695798873901,0.038566526025533676,0.9435106515884399,0.8922872543334961
19,0.051752448081970215,0.952655017375946,0.8900574445724487,0.0359891839325428,0.9461702108383179,0.8947340250015259
20,0.05051203444600105,0.9540295004844666,0.8901461362838745,0.03723398223519325,0.9446276426315308,0.8944149017333984
21,0.049866072833538055,0.9559981822967529,0.8922832608222961,0.037905335426330566,0.9443085193634033,0.8920212984085083
22,0.04999196529388428,0.9555193185806274,0.8945711255073547,0.03677602857351303,0.9446276426315308,0.8943085074424744
23,0.049527157098054886,0.9557675719261169,0.8937641978263855,0.03876863792538643,0.9436702132225037,0.8945744633674622
24,0.04870972782373428,0.9568317532539368,0.8949258923530579,0.03803384304046631,0.9462233781814575,0.896276593208313
25,0.048170555382966995,0.9580909609794617,0.8969388604164124,0.037278663367033005,0.9469680786132812,0.8982978463172913
26,0.04765262082219124,0.9587826132774353,0.8983222246170044,0.03890659287571907,0.944468080997467,0.8959042429924011
27,0.04751431941986084,0.9600152373313904,0.8997765183448792,0.038856491446495056,0.944361686706543,0.8962234258651733
28,0.04670955240726471,0.9610705375671387,0.9017274379730225,0.038570813834667206,0.944946825504303,0.894361674785614
29,0.04651932045817375,0.96076899766922,0.9023570418357849,0.03935452550649643,0.9433510899543762,0.8940957188606262
30,0.046016037464141846,0.9621790051460266,0.9038734436035156,0.039267029613256454,0.9440425634384155,0.8939893841743469
31,0.04551659896969795,0.9631810188293457,0.904245913028717,0.039251554757356644,0.9452659487724304,0.89542555809021
32,0.04512245953083038,0.9638993144035339,0.9059573411941528,0.04086829349398613,0.9442552924156189,0.8945212960243225
33,0.04469433054327965,0.9632431268692017,0.9055849313735962,0.039872024208307266,0.9444149136543274,0.8955851197242737
34,0.04457810893654823,0.9648038744926453,0.9071722626686096,0.04061167687177658,0.9435106515884399,0.8959574699401855
35,0.04407007247209549,0.965601921081543,0.9097527861595154,0.0422978512942791,0.9422340393066406,0.894361674785614
36,0.04369711875915527,0.9665064811706543,0.9101695418357849,0.040831346064805984,0.9432978630065918,0.8952127695083618
37,0.04366292804479599,0.966559648513794,0.9106040596961975,0.04117670655250549,0.9437766075134277,0.8953191637992859
38,0.04399346932768822,0.9665685296058655,0.9103380441665649,0.040536895394325256,0.9434574246406555,0.8951063752174377
39,0.04275985807180405,0.9691135883331299,0.9128919839859009,0.042563699185848236,0.9431914687156677,0.8936702013015747
40,0.0422457754611969,0.9682711362838745,0.9129274487495422,0.041170407086610794,0.9431383013725281,0.8952659368515015
41,0.042231783270835876,0.9693175554275513,0.9141423106193542,0.04130382835865021,0.9443085193634033,0.894361674785614
42,0.042357418686151505,0.9691667556762695,0.9133265018463135,0.0414375364780426,0.9442021250724792,0.8949999809265137
43,0.04187048226594925,0.9697609543800354,0.9150734543800354,0.04289503023028374,0.943031907081604,0.8942553400993347
44,0.04128633067011833,0.9700180888175964,0.9158626794815063,0.04222932457923889,0.9439893364906311,0.8940425515174866
45,0.04164469987154007,0.9696722626686096,0.9155522584915161,0.04308301582932472,0.9430851340293884,0.8923404216766357
46,0.04098788648843765,0.9715433716773987,0.9179199934005737,0.04303589090704918,0.9425531625747681,0.8931382894515991
47,0.041100285947322845,0.9712861776351929,0.9174056649208069,0.04376915469765663,0.9437233805656433,0.8945744633674622
48,0.04095391556620598,0.97141033411026,0.9184963703155518,0.04337839037179947,0.9425531625747681,0.894946813583374
49,0.0403936505317688,0.9722084403038025,0.9191792011260986,0.04310803487896919,0.9435106515884399,0.8953191637992859
50,0.04041507467627525,0.9720931649208069,0.9202610850334167,0.04288768395781517,0.9431914687156677,0.895797848701477
51,0.039989687502384186,0.9728469252586365,0.9187979102134705,0.04368101805448532,0.9427659511566162,0.8944680690765381
52,0.03976064547896385,0.9730774760246277,0.9192057847976685,0.04355157911777496,0.9426063895225525,0.8944680690765381
53,0.03918565809726715,0.9744076132774353,0.9221853613853455,0.045363087207078934,0.940851092338562,0.8909042477607727
