epoch,loss,prediction_coarse_accuracy,prediction_fine_accuracy,prediction_medium_accuracy,val_loss,val_prediction_coarse_accuracy,val_prediction_fine_accuracy,val_prediction_medium_accuracy
0,0.4281594455242157,0.483914852142334,0.0961107537150383,0.27564820647239685,0.3507319986820221,0.5914000272750854,0.1670999974012375,0.38589999079704285
1,0.3167271614074707,0.6179577708244324,0.21420854330062866,0.42713668942451477,0.25975501537323,0.6816999912261963,0.2750000059604645,0.5074999928474426
2,0.271713525056839,0.6826784610748291,0.2929137349128723,0.5187659859657288,0.22616876661777496,0.7181000113487244,0.3434999883174896,0.5670999884605408
3,0.24436554312705994,0.7287132143974304,0.35623398423194885,0.5817261338233948,0.2057872712612152,0.7538999915122986,0.38929998874664307,0.6114000082015991
4,0.22123560309410095,0.765885055065155,0.41345229744911194,0.6337428092956543,0.19551168382167816,0.7613000273704529,0.41830000281333923,0.6173999905586243
5,0.2045924812555313,0.7884523272514343,0.45370519161224365,0.6728153228759766,0.17532490193843842,0.7882000207901001,0.4740999937057495,0.6660000085830688
6,0.19082225859165192,0.8114396333694458,0.49485835433006287,0.7047255039215088,0.1659965217113495,0.8027999997138977,0.49160000681877136,0.6793000102043152
7,0.17720918357372284,0.8343069553375244,0.5238476395606995,0.7351352572441101,0.16218185424804688,0.8048999905586243,0.5092999935150146,0.691100001335144
8,0.16699565947055817,0.8463708162307739,0.5507962703704834,0.7576024532318115,0.15406228601932526,0.8136000037193298,0.5325000286102295,0.7049999833106995
9,0.1591576337814331,0.8578745126724243,0.5740036964416504,0.7770686745643616,0.15300025045871735,0.8180999755859375,0.5335999727249146,0.7091000080108643
10,0.14989174902439117,0.872339129447937,0.5990517139434814,0.8001760840415955,0.15059976279735565,0.8194000124931335,0.5453000068664551,0.7099999785423279
11,0.14126400649547577,0.8853433132171631,0.6190981268882751,0.8194422125816345,0.14555864036083221,0.823199987411499,0.5658000111579895,0.7225000262260437
12,0.1346598118543625,0.8926456570625305,0.6383642554283142,0.8338868618011475,0.13885806500911713,0.8309999704360962,0.5763999819755554,0.7372000217437744
13,0.1286756843328476,0.9024288058280945,0.6530489921569824,0.8481714129447937,0.13664154708385468,0.8384000062942505,0.5849999785423279,0.7351999878883362
14,0.12358517199754715,0.9085507392883301,0.672535240650177,0.8594750165939331,0.13201525807380676,0.84170001745224,0.5997999906539917,0.7488999962806702
15,0.1196160763502121,0.9111915826797485,0.6835387349128723,0.8694782257080078,0.13439391553401947,0.8429999947547913,0.6019999980926514,0.7452999949455261
16,0.11707808077335358,0.9163732528686523,0.7004041075706482,0.8790813088417053,0.13047164678573608,0.84579998254776,0.6104000210762024,0.7513999938964844
17,0.1120290607213974,0.9242157340049744,0.7121679186820984,0.8880241513252258,0.1310371607542038,0.8482999801635742,0.6119999885559082,0.7537999749183655
18,0.10893978178501129,0.9270366430282593,0.7228913307189941,0.8932658433914185,0.12824225425720215,0.8472999930381775,0.6129999756813049,0.7576000094413757
19,0.10545898228883743,0.9304577708244324,0.7341949343681335,0.8997279405593872,0.1308957040309906,0.8432000279426575,0.6122999787330627,0.7549999952316284
20,0.10451632738113403,0.9330585598945618,0.7399367690086365,0.904869556427002,0.1265895962715149,0.8511999845504761,0.6205999851226807,0.7601000070571899
21,0.10146357864141464,0.9353193044662476,0.7530009746551514,0.9100311994552612,0.12741783261299133,0.8539000153541565,0.6204000115394592,0.7602999806404114
22,0.10017991065979004,0.9378800988197327,0.7583226561546326,0.9132722616195679,0.1288219392299652,0.8508999943733215,0.6226000189781189,0.7633000016212463
23,0.09771778434515,0.9412612318992615,0.7701864838600159,0.9196543097496033,0.12655749917030334,0.8539000153541565,0.6212999820709229,0.7613999843597412
24,0.09731394052505493,0.9419414401054382,0.7738276124000549,0.9204145073890686,0.12786291539669037,0.8497999906539917,0.6240000128746033,0.761900007724762
25,0.09582358598709106,0.9418814182281494,0.7813700437545776,0.9231353998184204,0.12374801188707352,0.8597999811172485,0.6301000118255615,0.7695000171661377
26,0.09470194578170776,0.9449623823165894,0.7889924645423889,0.9248759746551514,0.12669406831264496,0.8571000099182129,0.6338000297546387,0.7667999863624573
27,0.09309590607881546,0.9449623823165894,0.7956545948982239,0.9277569055557251,0.1261625587940216,0.85589998960495,0.6337000131607056,0.7631999850273132
28,0.0912179946899414,0.9478433132171631,0.8009763360023499,0.9286772012710571,0.12538687884807587,0.858299970626831,0.632099986076355,0.7700999975204468
29,0.09056615829467773,0.9500840306282043,0.8077985048294067,0.9320182204246521,0.12206492573022842,0.8598999977111816,0.6396999955177307,0.7753999829292297
30,0.08939271420240402,0.9485635161399841,0.8121598958969116,0.9320382475852966,0.12352345883846283,0.8579999804496765,0.6319000124931335,0.7692999839782715
31,0.09026744961738586,0.9483634829521179,0.8166013360023499,0.9337587952613831,0.1240188404917717,0.8597000241279602,0.6407999992370605,0.7739999890327454
32,0.08872662484645844,0.9506441950798035,0.8199824094772339,0.9363396167755127,0.12718944251537323,0.8557000160217285,0.6345000267028809,0.7670999765396118
