Epoch,Coarse_Accuracy,Coarse_LossWeight,Medium_Accuracy,Medium_LossWeight,Fine_Accuracy,Fine_LossWeight
0,0.3637363910675049,0.4040785215450051,0.1932818442583084,0.46109777078132513,0.09016885608434677,0.13482370767366975
1,0.5885083079338074,0.3500979937927018,0.3675576150417328,0.4842749756293243,0.1656930148601532,0.16562703057797387
2,0.6620718836784363,0.3371919105654612,0.45898687839508057,0.485851029771137,0.2399567812681198,0.1769570596634018
3,0.707166314125061,0.332531612062151,0.5285691618919373,0.48180621875227736,0.2992957830429077,0.18566216918557163
4,0.7434179186820984,0.32826115723772165,0.5849671959877014,0.47787917633697,0.3505921959877014,0.19385966642530836
5,0.7724071741104126,0.3239023223075551,0.6299015879631042,0.47404025678436834,0.3915252983570099,0.20205742090807657
6,0.7943341732025146,0.3223072510047465,0.6675136089324951,0.4689476065767586,0.42913731932640076,0.20874514241849487
7,0.8156610131263733,0.3162884698754279,0.6965628862380981,0.46857312084972236,0.462628036737442,0.21513840927484976
8,0.8365476727485657,0.31043630592506893,0.7269526124000549,0.4667259340808575,0.49715909361839294,0.22283775999407354
9,0.8491517305374146,0.30757599927800006,0.7471991181373596,0.4639094350955885,0.5196862816810608,0.22851456562641137
10,0.8589949011802673,0.31002930496434306,0.7693262100219727,0.4564662685327908,0.5448543429374695,0.2335044265028661
11,0.8730593919754028,0.3039744259039518,0.789492666721344,0.45367642474657927,0.5662612318992615,0.24234914934946894
12,0.8828825354576111,0.29971581905799305,0.8036971688270569,0.45212349543646746,0.5844070315361023,0.2481606855055395
13,0.8940861225128174,0.29634408289647046,0.8234034776687622,0.44470094122803655,0.6033530831336975,0.258954975875493
14,0.9015485048294067,0.29415864615831905,0.8368477821350098,0.4387274352467622,0.6168574094772339,0.26711391859491873
15,0.9063100218772888,0.2949122299257853,0.8479313254356384,0.430806170890618,0.6265605092048645,0.2742815991835967
16,0.9146126508712769,0.28915797377223607,0.8584346771240234,0.4314604927220288,0.6464268565177917,0.27938153350573514
17,0.917413592338562,0.2926794110721692,0.8672375082969666,0.4234493796978032,0.656710147857666,0.28387120923002757
18,0.9217149615287781,0.2904470463688961,0.8751600384712219,0.4168543430856518,0.6618918180465698,0.2926986105454521
19,0.9254361391067505,0.2919313514721242,0.8835627436637878,0.41028611819526295,0.6740356683731079,0.29778253033261287
20,0.9304777383804321,0.286020009703773,0.8895646333694458,0.4089057448582534,0.6821982860565186,0.3050742454379736
21,0.9326384663581848,0.2872245184273547,0.8947463035583496,0.40391446831529754,0.6895606517791748,0.30886101325734777
22,0.9351992607116699,0.2913058191283183,0.9028089046478271,0.39322234219907665,0.6992437839508057,0.31547183867260503
23,0.935759425163269,0.2929041077564156,0.9041092991828918,0.39349121972709844,0.7052256464958191,0.3136046725164859
24,0.9393205642700195,0.2878447139587829,0.9086507558822632,0.38999962762321,0.7089468836784363,0.3221556584180071
25,0.940420925617218,0.2919980400469968,0.9131522178649902,0.38307818954404804,0.7158690690994263,0.3249237704089552
26,0.9410611391067505,0.29180933919141694,0.9134923219680786,0.38547357687282835,0.7206506133079529,0.32271708393575466
27,0.9427816867828369,0.29272485290710615,0.9171534776687622,0.38145326609177754,0.727052628993988,0.3258218810011163
28,0.9454425573348999,0.29223697037991575,0.9221150875091553,0.37547151731271133,0.7341349124908447,0.3322915123073729
29,0.9446622729301453,0.29469217747648185,0.9211147427558899,0.37808169061303337,0.7366557121276855,0.3272261319104848
30,0.9476232528686523,0.29199408091846735,0.9258362650871277,0.37210853135176414,0.7417773604393005,0.3358973877297685
31,0.9473631381988525,0.2955416944707298,0.9261963963508606,0.3729484851627985,0.7469590306282043,0.3315098203664717
32,0.9503841400146484,0.293132589026572,0.9309579133987427,0.367113198136214,0.753541111946106,0.33975421283721396
33,0.9469029903411865,0.30074232531797185,0.9275168180465698,0.36949132812702035,0.7504801750183105,0.32976634655500786
34,0.9498639702796936,0.2978746731682255,0.9319982528686523,0.36361870860454,0.7558218836784363,0.3385066182272345
35,0.9484835267066956,0.3026017145060239,0.9303576946258545,0.3681636512567083,0.759783148765564,0.3292346342372678
36,0.9483634829521179,0.3040118387881034,0.931298017501831,0.36403683864773356,0.7583626508712769,0.33195132256416304
37,0.9504441618919373,0.3011159095733432,0.9333186745643616,0.3646578860131798,0.7642645835876465,0.334226204413477
38,0.9494237899780273,0.30798233005607634,0.9341789484024048,0.36073380638971286,0.7668454051017761,0.3312838635542108
39,0.9515044689178467,0.3018392524878929,0.9354393482208252,0.361646621750179,0.768285870552063,0.33651412576192813
40,0.9527449011802673,0.30044131933775725,0.9359195232391357,0.3666732504304584,0.7756081819534302,0.33288543023178435
41,0.9532650709152222,0.30133883448076937,0.9373599290847778,0.36350322334779184,0.7772287130355835,0.33515794217143885
42,0.9533650875091553,0.30040463421948876,0.9369998574256897,0.36524098357800233,0.7775487899780273,0.3343543822025089
43,0.9537652134895325,0.30170762585471045,0.9379801750183105,0.36424238126897046,0.7806097865104675,0.3340499928763191
44,0.9556857943534851,0.2957646525935876,0.9399408102035522,0.36076573260060557,0.7794494032859802,0.34346961480580684
45,0.9543853998184204,0.30572697462503584,0.9404609203338623,0.35914887696580555,0.785711407661438,0.3351241484091586
46,0.9532050490379333,0.30793190918615215,0.9391205310821533,0.36055295791157815,0.7840909361839294,0.3315151329022697
47,0.9533450603485107,0.3081273640868032,0.9387003779411316,0.3643618874024653,0.7874720096588135,0.32751074851073153
48,0.9548055529594421,0.3058695322354095,0.9407210350036621,0.36107237578771245,0.789092481136322,0.3330580919768781
49,0.9539852738380432,0.3081141692191551,0.9398807883262634,0.36230190318617206,0.7890524864196777,0.32958392759467287
50,0.9558858871459961,0.30510582464412594,0.9418613910675049,0.36189292648012883,0.7936539649963379,0.3330012488757452
51,0.9547255039215088,0.3096069834761739,0.9411611557006836,0.3621293842086743,0.7942741513252258,0.3282636323151518
52,0.9552856683731079,0.3110100145388855,0.9419814348220825,0.3631927108978957,0.7992557883262634,0.32579727456321883
53,0.9574063420295715,0.3034479500130272,0.9437620043754578,0.36058828399432585,0.7978953123092651,0.33596376599264693
54,0.9563860297203064,0.3052551649823372,0.942421555519104,0.3626935523424022,0.796674907207489,0.33205128267526063
55,0.9541453123092651,0.3121340692254757,0.9400808215141296,0.3670842863094922,0.7980353832244873,0.3207816444650321
56,0.956706166267395,0.30446843211269864,0.9422014951705933,0.3658266492937808,0.799075722694397,0.3297049185935206
57,0.95696622133255,0.3078266680672132,0.9436619877815247,0.3626943487506155,0.8025968074798584,0.3294789831821713
58,0.9557658433914185,0.31236021324940344,0.9430217742919922,0.3621173972229831,0.8024367690086365,0.3255223895276135
59,0.9552657008171082,0.3116114551838142,0.9418413639068604,0.36461077517624435,0.8007962703704834,0.3237777696399414
60,0.9570462703704834,0.3096038704393357,0.9440621137619019,0.3628725051258094,0.8052576780319214,0.32752362443485494
61,0.9562860131263733,0.31246719388228106,0.9429417252540588,0.3670668416553507,0.8078585267066956,0.32046596446236825
62,0.9565460681915283,0.3145942607607069,0.9442021250724792,0.36356484754913687,0.8094790577888489,0.3218408916901563
63,0.9575664401054382,0.3114291869853793,0.945802628993988,0.35798973519964744,0.8069581985473633,0.3305810778149733
64,0.9570662379264832,0.3164538990245993,0.945802628993988,0.3595275999370937,0.8115997314453125,0.324018501038307
65,0.9580065608024597,0.3110782148817645,0.9462428092956543,0.3583993623011321,0.8087788224220276,0.3305224228171033
66,0.9570662379264832,0.3121455381729766,0.9438620209693909,0.3673309057287474,0.8110595345497131,0.32052355609827604
67,0.957126259803772,0.31495577320398355,0.945282518863678,0.361765216894298,0.8113996386528015,0.32327900990171843
68,0.9577664732933044,0.312070435434596,0.9453225135803223,0.3636187998829282,0.8118997812271118,0.3243107646824757
69,0.958046555519104,0.3145327798774905,0.9463428258895874,0.3620500368427039,0.8151208162307739,0.3234171832798056
70,0.9569461941719055,0.3153607858315264,0.944622278213501,0.36506797417380876,0.8130201697349548,0.31957123999466486
71,0.957626461982727,0.31422770224692703,0.9453825354576111,0.3645220359187548,0.8143405914306641,0.32125026183431815
72,0.9580866098403931,0.3114963224202888,0.9451624751091003,0.3667925343712124,0.8144806623458862,0.3217111432084988
73,0.958046555519104,0.31255444779429103,0.9454825520515442,0.3655409929880381,0.8148207664489746,0.32190455921767086
