epoch,loss,prediction_coarse_accuracy,prediction_fine_accuracy,val_loss,val_prediction_coarse_accuracy,val_prediction_fine_accuracy
0,0.09948107600212097,0.8889400959014893,0.2681877911090851,0.06343739479780197,0.9255850911140442,0.5954787135124207
1,0.09633482992649078,0.9215202927589417,0.8127483129501343,0.0538102425634861,0.933297872543335,0.8705319166183472
2,0.07048387825489044,0.9283928275108337,0.8510038256645203,0.045964453369379044,0.9310638308525085,0.8703723549842834
3,0.06750249117612839,0.9309467077255249,0.8546218872070312,0.04290027543902397,0.9356914758682251,0.8768085241317749
4,0.06549371033906937,0.9344671964645386,0.8612194657325745,0.03814038261771202,0.9433510899543762,0.8841489553451538
5,0.06486806273460388,0.9350525140762329,0.8641724586486816,0.042999591678380966,0.9367021322250366,0.8826063871383667
6,0.06338287144899368,0.9377305507659912,0.868721604347229,0.03896065428853035,0.9429255127906799,0.8877659440040588
7,0.06223052367568016,0.9385552406311035,0.8712489604949951,0.037428874522447586,0.9462766051292419,0.8892021179199219
8,0.06088181212544441,0.9414727687835693,0.8753724694252014,0.03821318969130516,0.9428191781044006,0.8895744681358337
9,0.0609581395983696,0.9413131475448608,0.8773676753044128,0.03862585127353668,0.9403723478317261,0.8903723359107971
10,0.05944874510169029,0.9437340497970581,0.8808261156082153,0.03875184804201126,0.9431914687156677,0.8889893889427185
11,0.05924560874700546,0.9442217946052551,0.8818902373313904,0.03718025982379913,0.9462233781814575,0.896276593208313
12,0.05777151137590408,0.9467136263847351,0.8856856822967529,0.03730638697743416,0.943617045879364,0.8950532078742981
13,0.057023245841264725,0.948442816734314,0.8876720070838928,0.03599896281957626,0.9466489553451538,0.8963297605514526
14,0.056679949164390564,0.9485935568809509,0.8895963430404663,0.03672924265265465,0.9454787373542786,0.8955318927764893
15,0.05611338093876839,0.9497995972633362,0.8921325206756592,0.037528619170188904,0.9449999928474426,0.895797848701477
16,0.055473145097494125,0.9501986503601074,0.8924251794815063,0.037988610565662384,0.9452127814292908,0.8972340226173401
17,0.05457725375890732,0.9518923759460449,0.894970178604126,0.03874598816037178,0.9442552924156189,0.8933510780334473
18,0.05424909666180611,0.9526638984680176,0.896903395652771,0.03702069818973541,0.9469149112701416,0.8997340202331543
19,0.05390279367566109,0.9535240530967712,0.8989518284797668,0.03733109310269356,0.9461170434951782,0.8980318903923035
20,0.05329187214374542,0.954189121723175,0.8997233510017395,0.039667773991823196,0.9432978630065918,0.8959574699401855
21,0.052667248994112015,0.9556079506874084,0.9011244177818298,0.03805626556277275,0.9459042549133301,0.8967553377151489
22,0.05231725797057152,0.9562020897865295,0.9033058881759644,0.03875859081745148,0.9433510899543762,0.8961701989173889
23,0.05183117091655731,0.9579756855964661,0.9047868251800537,0.03910062834620476,0.944468080997467,0.8969148993492126
24,0.051215868443250656,0.9588978886604309,0.9079082608222961,0.0388803668320179,0.9448404312133789,0.8994148969650269
25,0.05102892965078354,0.9586584568023682,0.9071545004844666,0.03855900838971138,0.9456382989883423,0.8992021083831787
26,0.05001089721918106,0.9602015018463135,0.9082452654838562,0.03991464525461197,0.944361686706543,0.8973404169082642
27,0.04989487677812576,0.9608311057090759,0.9094512462615967,0.039242226630449295,0.944468080997467,0.8987234234809875
28,0.0498044528067112,0.9611325860023499,0.9096906781196594,0.040129147469997406,0.9448404312133789,0.8966489434242249
29,0.04893679916858673,0.962941586971283,0.9127234816551208,0.03983873501420021,0.9444149136543274,0.8968616724014282
30,0.04867127165198326,0.9639791250228882,0.9143108129501343,0.03945499286055565,0.9454787373542786,0.8966489434242249
31,0.04869481921195984,0.9630923867225647,0.9133176207542419,0.04081541299819946,0.9451595544815063,0.8974999785423279
32,0.04778415337204933,0.964493453502655,0.9161730408668518,0.03921080380678177,0.9453191757202148,0.8978191614151001
33,0.04773478955030441,0.9659034609794617,0.9165011644363403,0.04206205531954765,0.9439893364906311,0.8957446813583374
34,0.04731341451406479,0.9664532542228699,0.9175386428833008,0.04193723946809769,0.9440957307815552,0.8966489434242249
35,0.047080349177122116,0.9668877720832825,0.917618453502655,0.04221219941973686,0.9438830018043518,0.8964361548423767
36,0.04677565023303032,0.9672070145606995,0.9202344417572021,0.0404013991355896,0.9456382989883423,0.8990957736968994
37,0.046456821262836456,0.968111515045166,0.9206689596176147,0.043243199586868286,0.9453191757202148,0.8980851173400879
38,0.0462348610162735,0.9687145352363586,0.9213074445724487,0.04267721250653267,0.9434042572975159,0.8968085050582886
39,0.046076368540525436,0.9688652753829956,0.921085774898529,0.041939835995435715,0.9455851316452026,0.8972340226173401
40,0.04570769518613815,0.970195472240448,0.9227883815765381,0.04307430237531662,0.9446276426315308,0.8958510756492615
41,0.04574344679713249,0.9697609543800354,0.9241008162498474,0.043116405606269836,0.944946825504303,0.8973404169082642
42,0.04492886736989021,0.970984697341919,0.9247481822967529,0.043336186558008194,0.9437233805656433,0.8953191637992859
43,0.04487078636884689,0.9716763496398926,0.9256526827812195,0.04398772493004799,0.9447872042655945,0.8965425491333008
44,0.044790126383304596,0.9716586470603943,0.9274351000785828,0.04381609335541725,0.944946825504303,0.8959574699401855
45,0.04406486451625824,0.9731572866439819,0.9277543425559998,0.043892573565244675,0.9440425634384155,0.8956915140151978
46,0.04437850043177605,0.9729355573654175,0.9270980954170227,0.04451356083154678,0.9442552924156189,0.896276593208313
47,0.044613875448703766,0.9724655747413635,0.9268143177032471,0.0438898541033268,0.9429255127906799,0.8952127695083618
48,0.04387076199054718,0.9736716151237488,0.929111123085022,0.0446695014834404,0.943617045879364,0.8968085050582886
49,0.04415315389633179,0.972793698310852,0.9281179308891296,0.04453281685709953,0.9439361691474915,0.8945212960243225
50,0.04329182580113411,0.9741150140762329,0.9298027753829956,0.04492105916142464,0.9423936009407043,0.8937765955924988
51,0.04357784986495972,0.9747889637947083,0.9308314323425293,0.044385652989149094,0.9434042572975159,0.895797848701477
52,0.04385799542069435,0.9740352034568787,0.9301308989524841,0.04519680142402649,0.943031907081604,0.89542555809021
53,0.04318443313241005,0.9748333096504211,0.9320374727249146,0.04525911808013916,0.9440957307815552,0.8967553377151489
54,0.04276852682232857,0.9751968383789062,0.9322325587272644,0.04576665535569191,0.9423936009407043,0.8944680690765381
55,0.04289193078875542,0.9751880168914795,0.9323655366897583,0.04601769149303436,0.9422872066497803,0.8953191637992859
56,0.042714279145002365,0.9758974313735962,0.9332612156867981,0.04586634039878845,0.9427127838134766,0.8945744633674622
57,0.04288959503173828,0.9761013984680176,0.933881938457489,0.04548056051135063,0.9437233805656433,0.8952659368515015
58,0.042961485683918,0.9765004515647888,0.9332789182662964,0.0458223819732666,0.9427659511566162,0.89484041929245
59,0.042850811034440994,0.9758885502815247,0.9336425065994263,0.046399544924497604,0.9429787397384644,0.894361674785614
60,0.041891828179359436,0.9778040051460266,0.9338375926017761,0.04624050483107567,0.9426063895225525,0.8942021131515503
61,0.04321180284023285,0.9766068458557129,0.934050440788269,0.04666977748274803,0.9419149160385132,0.8943085074424744
62,0.04214842990040779,0.977777361869812,0.9359126687049866,0.0461340993642807,0.9434574246406555,0.8947872519493103
63,0.042147234082221985,0.9775734543800354,0.9351943731307983,0.04651851952075958,0.9431383013725281,0.8937765955924988
64,0.04238567128777504,0.9768728613853455,0.9350525140762329,0.04665916785597801,0.9432446956634521,0.8939361572265625
65,0.041653987020254135,0.9774847626686096,0.9366841912269592,0.04671652242541313,0.9427659511566162,0.8938297629356384
66,0.042152948677539825,0.9774226546287537,0.9361786842346191,0.046837516129016876,0.9420744776725769,0.8928191661834717
67,0.04185733199119568,0.9781232476234436,0.9367551207542419,0.04647597670555115,0.9429255127906799,0.8938297629356384
68,0.0417797714471817,0.9784601926803589,0.9374379515647888,0.046803414821624756,0.941702127456665,0.8936170339584351
69,0.04209505766630173,0.9783360362052917,0.9374113082885742,0.047512173652648926,0.9434574246406555,0.8924468159675598
70,0.04207584634423256,0.978797197341919,0.9369856715202332,0.04715050011873245,0.9419680833816528,0.8931382894515991
71,0.041719015687704086,0.9786463975906372,0.9383513331413269,0.04723774269223213,0.9422872066497803,0.8934574723243713
72,0.04194548353552818,0.9782118797302246,0.9384222626686096,0.04751656576991081,0.9414361715316772,0.8923404216766357
73,0.041246019303798676,0.978752851486206,0.9381561875343323,0.04717588424682617,0.9427659511566162,0.8937765955924988
74,0.04174194857478142,0.9790897965431213,0.9365777373313904,0.04710571467876434,0.9421276450157166,0.8940957188606262
75,0.041397664695978165,0.9790809154510498,0.9384843111038208,0.04737522080540657,0.9420212507247925,0.8939893841743469
76,0.04155503585934639,0.9793203473091125,0.9384843111038208,0.0475727841258049,0.9414893388748169,0.8928191661834717
77,0.041514452546834946,0.9793203473091125,0.9383158087730408,0.04820552468299866,0.941595733165741,0.8926595449447632
78,0.04129812493920326,0.9791164398193359,0.9391139149665833,0.04761192575097084,0.9423404335975647,0.8940425515174866
79,0.04136563837528229,0.9792050719261169,0.9382537603378296,0.047684069722890854,0.9412233829498291,0.8925532102584839
80,0.04113980382680893,0.9794179201126099,0.9389277100563049,0.047997817397117615,0.9410106539726257,0.8931915163993835
81,0.041311006993055344,0.9797194004058838,0.939672589302063,0.0477868877351284,0.9419149160385132,0.8928191661834717
82,0.04136643558740616,0.980118453502655,0.9402756094932556,0.04777945205569267,0.9421276450157166,0.8928723335266113
83,0.04113364219665527,0.9800741076469421,0.9391671419143677,0.04802543297410011,0.9423404335975647,0.8930851221084595
84,0.04189327731728554,0.9795066118240356,0.9394775032997131,0.047842949628829956,0.9419149160385132,0.893510639667511
85,0.040983203798532486,0.9798435568809509,0.9405593872070312,0.04777437448501587,0.9420744776725769,0.8928723335266113
86,0.04119403660297394,0.9803224205970764,0.9413042664527893,0.047875747084617615,0.9420744776725769,0.8930851221084595
87,0.04107171669602394,0.9806327819824219,0.9398765563964844,0.047914743423461914,0.941595733165741,0.8936170339584351
88,0.04141608253121376,0.9795686602592468,0.9393178820610046,0.04835127666592598,0.9412233829498291,0.8929255604743958
89,0.04080061614513397,0.9802780747413635,0.9403554201126099,0.04805679991841316,0.9417552947998047,0.8937234282493591
90,0.04100506007671356,0.9806239604949951,0.9404086470603943,0.048236921429634094,0.941595733165741,0.8931382894515991
91,0.041726648807525635,0.9797194004058838,0.9382094144821167,0.04816839098930359,0.9414893388748169,0.8937234282493591
92,0.041154928505420685,0.9806416630744934,0.9405770897865295,0.04811624065041542,0.941595733165741,0.8932446837425232
