Epoch,Coarse_Accuracy,Coarse_LossWeight,Medium_Accuracy,Medium_LossWeight,Fine_Accuracy,Fine_LossWeight
0,0.8579062819480896,0.26167970465123086,0.7089886665344238,0.44660524544097413,0.36638760566711426,0.29171504990779495
1,0.8598596453666687,0.26285971052523577,0.710747480392456,0.4521231219210518,0.39218670129776,0.2850171675537125
2,0.8689666986465454,0.2593682499168412,0.7238542437553406,0.45550406384824227,0.4238119423389435,0.28512768623491647
3,0.8764079213142395,0.25615177926211086,0.7349653244018555,0.4577498307505665,0.4478352665901184,0.2860983899873226
4,0.8821579813957214,0.256536801855321,0.7488753795623779,0.4555725521141342,0.47102147340774536,0.2878906460305447
5,0.8849653601646423,0.25875289433278537,0.7581177353858948,0.45339774861327686,0.4881193935871124,0.28784935705393777
6,0.888812780380249,0.2597927849960674,0.7682732939720154,0.4511978873925153,0.5052342414855957,0.28900932761141723
7,0.8927025198936462,0.2601591053252897,0.7775241136550903,0.44952226503496384,0.521055281162262,0.29031862963974653
8,0.8975815773010254,0.258871217873048,0.7882546782493591,0.44600349458627886,0.5329528450965881,0.29512528754067313
9,0.9003889560699463,0.2608522632933106,0.7967867255210876,0.4434635666192747,0.5483511090278625,0.29568417008741466
10,0.9077118039131165,0.25481894042228803,0.807872474193573,0.4420728997839451,0.5608912706375122,0.30310815979376693
11,0.911939799785614,0.25495606125683756,0.8197107911109924,0.4349848784652148,0.5716302990913391,0.31005906027794755
12,0.9198545813560486,0.2481124436200309,0.8328090906143188,0.4313216502848639,0.5858024954795837,0.32056590609510516
13,0.9267630577087402,0.2426395976175461,0.8453153967857361,0.42706827896902777,0.6012260913848877,0.3302921234134261
14,0.9344494938850403,0.23216829547604623,0.8565618395805359,0.4233604892946133,0.6109673380851746,0.3444712152293406
15,0.9406731128692627,0.22477565962388113,0.8675206899642944,0.4182775261489085,0.6231523752212524,0.35694681422721025
16,0.9464907646179199,0.21738925219090233,0.878124475479126,0.41261458492140984,0.6357094645500183,0.36999616288768783
17,0.9511838555335999,0.2113573896530496,0.8869947791099548,0.4077286446516645,0.6480889320373535,0.380913965695286
18,0.9535683989524841,0.21002909158231425,0.8935058116912842,0.4014305832785863,0.6564180850982666,0.3885403251390995
19,0.9574581384658813,0.20322757780089115,0.8995687365531921,0.39981016481473514,0.6676137447357178,0.3969622573843737
20,0.96043461561203,0.20116014592813267,0.9074750542640686,0.392016318349643,0.679934024810791,0.4068235357222244
21,0.9625063538551331,0.19882438018406445,0.9117622375488281,0.38992869974994404,0.6897936463356018,0.4112469200659915
22,0.9635802507400513,0.2011410254788936,0.9165059924125671,0.3842711406296305,0.6997293829917908,0.4145878338914759
23,0.9659056067466736,0.19908747787601253,0.9216218590736389,0.381394732600633,0.712624728679657,0.41951778952335456
24,0.9666920304298401,0.2019430534430041,0.9249112010002136,0.3793802090278553,0.7237781286239624,0.4186767375291405
25,0.9683409333229065,0.19852685242089516,0.9269237518310547,0.3818705313204347,0.7323439717292786,0.41960261625867007
26,0.968501627445221,0.20421577572068272,0.929375946521759,0.38156854613455565,0.7444444298744202,0.4142156781447617
27,0.9685946106910706,0.20919729058682002,0.93132084608078,0.3812374573242146,0.754058837890625,0.40956525208896527
28,0.9705141186714172,0.2055539638834242,0.9345340728759766,0.3803170707840258,0.76237952709198,0.4141289653325499
29,0.9710299372673035,0.20730133508317597,0.9357010126113892,0.38342069573519566,0.7712159752845764,0.4092779691816283
30,0.9718332290649414,0.2079677245733242,0.9371469616889954,0.3867264784627804,0.7804244756698608,0.40530579696389535
31,0.9724082350730896,0.2087107737580211,0.9382969737052917,0.3889471609643213,0.7872399687767029,0.40234206527765753
32,0.973685085773468,0.20753823376426794,0.9407069087028503,0.38968976984880427,0.7957212924957275,0.4027719963869278
33,0.9733552932739258,0.21305314985585924,0.9411212801933289,0.3923323571436969,0.8025959730148315,0.3946144930004439
34,0.9735159873962402,0.21655626645692028,0.9425418376922607,0.3915231581723293,0.8082783818244934,0.3919205753707504
35,0.9743192791938782,0.21606694875411375,0.9437510371208191,0.3943795643316095,0.8147978782653809,0.38955348691427677
36,0.9735497832298279,0.22403944679405394,0.9440047144889832,0.39524417064861495,0.8202096819877625,0.3807163825573311
37,0.9742431640625,0.2217653468209749,0.9441400170326233,0.4007935513454099,0.8246490955352783,0.3774411018336153
38,0.9750634431838989,0.22059306604462522,0.9455860257148743,0.4011294713403436,0.8289531469345093,0.3782774626150312
39,0.9745560884475708,0.22636243710007647,0.9458312392234802,0.4015948530161362,0.8327245116233826,0.37204270988378724
40,0.9760273694992065,0.22384393692927676,0.9489006996154785,0.39761554230300283,0.8378403782844543,0.3785405207677205
41,0.9758329391479492,0.2240951040131056,0.9474378228187561,0.40616325649113827,0.840503990650177,0.36974163949575617
42,0.9759343862533569,0.22938814101099747,0.949501097202301,0.4011203688733082,0.8449433445930481,0.3694914901156942
43,0.975942850112915,0.23090490559172577,0.9496110081672668,0.403035599832414,0.8474463224411011,0.36605949457586023
44,0.9760273694992065,0.23182782617149636,0.9491459727287292,0.40982078131331484,0.8517757654190063,0.3583513925151888
45,0.9761034846305847,0.2335458334894835,0.9502875208854675,0.40487571061272937,0.8520125150680542,0.36157845589778703
46,0.977185845375061,0.22959107699657957,0.9512091875076294,0.4091734339134174,0.8564180731773376,0.361235489090003
47,0.9760950207710266,0.23740022838764735,0.950490415096283,0.40973286537707393,0.857872486114502,0.3528669062352787
48,0.9768899083137512,0.23433411663358747,0.9513614177703857,0.41099213840667187,0.8600879311561584,0.35467374495974063
49,0.9767715334892273,0.2362399852653991,0.9513444900512695,0.41236675941126666,0.8617960214614868,0.35139325532333426
50,0.9774479866027832,0.23573618805312974,0.9528412222862244,0.4107922389486201,0.8647387027740479,0.35347157299825016
51,0.9763910174369812,0.24246276989074594,0.9521393775939941,0.4096046581098221,0.8644850254058838,0.3479325719994319
52,0.976999819278717,0.23741122165918502,0.9522915482521057,0.4103780005829474,0.8635125756263733,0.3522107777578677
53,0.9780991077423096,0.233166960970042,0.9529257416725159,0.41764515135541724,0.868806004524231,0.3491878876745408
54,0.977684736251831,0.23867077029783912,0.9537713527679443,0.41202839788704154,0.8693641424179077,0.34930083181511945
55,0.977431058883667,0.24030093147041717,0.9533316493034363,0.41408116596929917,0.8701589703559875,0.34561790256028363
56,0.9771097302436829,0.24028429799190584,0.95224928855896,0.4177082773368478,0.8696770071983337,0.3420074246712464
57,0.9777101278305054,0.23984890548998203,0.9534246325492859,0.4176430002567093,0.872678816318512,0.34250809425330864
58,0.9780821800231934,0.23844912100310484,0.9541096091270447,0.4160436339671114,0.8729663491249084,0.3455072450297837
59,0.9777439832687378,0.24242767888161176,0.9543801546096802,0.41410199926515234,0.8738711476325989,0.3434703218532359
60,0.9784542322158813,0.23699036049421998,0.9540842175483704,0.4208714345749879,0.8755792379379272,0.34213820493079217
61,0.9782174825668335,0.24078336788364738,0.9546761512756348,0.4175071811138517,0.8763487339019775,0.34170945100250083
62,0.9782935976982117,0.23754034242720148,0.9537713527679443,0.4215794853508918,0.8754016757011414,0.34088017222190664
63,0.9782766699790955,0.24171253473784113,0.955065131187439,0.41665347149602733,0.8771858811378479,0.3416339937661316
64,0.9786571860313416,0.24060057248574385,0.9554625153541565,0.4183978238374463,0.8790038824081421,0.3410016036768098
65,0.9777101278305054,0.24534051672388577,0.9545154571533203,0.4171999866164302,0.8773634433746338,0.33745949665968406
66,0.9783020615577698,0.2444642352082912,0.9558684229850769,0.4143478212693306,0.878868579864502,0.34118794352237813
67,0.9772534966468811,0.24927419161689682,0.9542025923728943,0.41823687459311404,0.8786402940750122,0.3324889337899891
68,0.9774564504623413,0.24885849330657123,0.9551835060119629,0.41227481171184716,0.8772112131118774,0.33886669498158156
69,0.9785810708999634,0.240448203212578,0.9548452496528625,0.4224214687536662,0.8798748254776001,0.3371303280337557
70,0.9777693152427673,0.2477520555276439,0.9546507596969604,0.4211658954124861,0.8811686038970947,0.33108204905986993
71,0.9782935976982117,0.24692969175065188,0.9562235474586487,0.4149968360211379,0.881126344203949,0.33807347222821016
72,0.9787670969963074,0.24063462384142376,0.9553610682487488,0.4215812501308792,0.8807796239852905,0.3377841260276971
73,0.9785472750663757,0.24495896303108164,0.9562320113182068,0.4164723888853504,0.8813969492912292,0.33856864808356796
74,0.9779046177864075,0.24794411889444185,0.9553103446960449,0.4179054662840739,0.8808895945549011,0.3341504148214844
75,0.9786995053291321,0.24602995521743012,0.9567901492118835,0.41591043692566343,0.8829274773597717,0.3380596078569064
76,0.9784119725227356,0.24527236683914153,0.9555217027664185,0.42111679907395416,0.8825469017028809,0.3336108340869044
77,0.9784119725227356,0.2472718840115329,0.9565533399581909,0.4147027595836371,0.8819550275802612,0.33802535640482995
78,0.9780145287513733,0.2498480453163638,0.9559022784233093,0.41761403149097126,0.8829528093338013,0.332537923192665
79,0.9786233901977539,0.24484639383114162,0.9556739330291748,0.4230900717702465,0.8840351700782776,0.3320635343986119
80,0.9787163734436035,0.24731038071494316,0.9567732214927673,0.4185702336871165,0.8849822282791138,0.3341193855979403
81,0.9787670969963074,0.24406310753529176,0.9561305642127991,0.4202169474966185,0.8831726908683777,0.3357199449680898
82,0.9786402583122253,0.24566031158752857,0.9561136364936829,0.4206175138179084,0.8839337229728699,0.333722174594563
83,0.9784373641014099,0.24837438728599814,0.9565702676773071,0.4168798133947478,0.8837561011314392,0.334745799319254
84,0.97850501537323,0.24744247257212862,0.9563588500022888,0.4186509182191602,0.8839759826660156,0.3339066092087112
85,0.9781498312950134,0.2516046083871291,0.956308126449585,0.41925979622006837,0.8856671452522278,0.32913559539280257
