epoch,loss,prediction_coarse_accuracy,prediction_fine_accuracy,prediction_medium_accuracy,val_loss,val_prediction_coarse_accuracy,val_prediction_fine_accuracy,val_prediction_medium_accuracy
0,0.3513483703136444,0.831666111946106,0.1595110446214676,0.33698782324790955,0.24046267569065094,0.8522999882698059,0.23839999735355377,0.4293999969959259
1,0.2133203148841858,0.861835777759552,0.2938540279865265,0.4523247480392456,0.19286556541919708,0.8521999716758728,0.30140000581741333,0.46070000529289246
2,0.1892746090888977,0.8778008818626404,0.3720990717411041,0.5263884663581848,0.15901504456996918,0.9146999716758728,0.42829999327659607,0.5794000029563904
3,0.16605240106582642,0.8934258818626404,0.4481433928012848,0.608454704284668,0.15555579960346222,0.8736000061035156,0.4717000126838684,0.6150000095367432
4,0.15092149376869202,0.8983874917030334,0.509583055973053,0.6641725301742554,0.11652547121047974,0.9222999811172485,0.5601999759674072,0.7167999744415283
5,0.13644571602344513,0.9213548302650452,0.5647206902503967,0.7122079133987427,0.10496273636817932,0.9437000155448914,0.6237999796867371,0.7476000189781189
6,0.12562398612499237,0.9278169274330139,0.612756073474884,0.7398567795753479,0.0933961346745491,0.947700023651123,0.6804999709129333,0.7713000178337097
7,0.11970245838165283,0.9317181706428528,0.6508082747459412,0.7596230506896973,0.09317668527364731,0.9301999807357788,0.6948000192642212,0.7774999737739563
8,0.1106918454170227,0.9396806955337524,0.6855993866920471,0.7834706902503967,0.07724830508232117,0.961899995803833,0.7145000100135803,0.8176000118255615
9,0.10418477654457092,0.9432218074798584,0.7178096771240234,0.8029769659042358,0.07130768150091171,0.9599999785423279,0.7508000135421753,0.8313000202178955
10,0.09558451175689697,0.950003981590271,0.7495198249816895,0.8281049728393555,0.0672796443104744,0.9653000235557556,0.7731000185012817,0.8420000076293945
11,0.09007618576288223,0.9555658102035522,0.7698663473129272,0.8447503447532654,0.058085937052965164,0.9696000218391418,0.8027999997138977,0.8646000027656555
12,0.08528216183185577,0.9568461775779724,0.7906529903411865,0.8568742275238037,0.061680931597948074,0.9653000235557556,0.798799991607666,0.8565999865531921
13,0.08105968683958054,0.9613276124000549,0.8071982860565186,0.8702985048294067,0.05460650101304054,0.9715999960899353,0.8144999742507935,0.8704000115394592
14,0.07788505405187607,0.9644686579704285,0.8182418346405029,0.8796414732933044,0.052666936069726944,0.9708999991416931,0.8190000057220459,0.8751000165939331
15,0.07473137229681015,0.9656890034675598,0.831666111946106,0.889244556427002,0.052807487547397614,0.9718999862670898,0.8185999989509583,0.8773000240325928
16,0.07256892323493958,0.9682098031044006,0.8410691618919373,0.8953065276145935,0.049815863370895386,0.975600004196167,0.8295999765396118,0.8823999762535095
17,0.07009091228246689,0.97029048204422,0.8519126176834106,0.9032090306282043,0.048574984073638916,0.975600004196167,0.8328999876976013,0.885200023651123
18,0.06825815141201019,0.9712707996368408,0.8594350218772888,0.9081106185913086,0.0503479540348053,0.975600004196167,0.832099974155426,0.8794999718666077
19,0.06574375182390213,0.971410870552063,0.8683578968048096,0.9134523272514343,0.04604092240333557,0.9764000177383423,0.8417999744415283,0.8873999714851379
20,0.06494924426078796,0.9733715057373047,0.874339759349823,0.9199143648147583,0.04736114665865898,0.9763000011444092,0.8389000296592712,0.8878999948501587
21,0.06311671435832977,0.9747118949890137,0.8789012432098389,0.9227152466773987,0.046674374490976334,0.9765999913215637,0.8424999713897705,0.8889999985694885
22,0.06125190109014511,0.9754321575164795,0.8888644576072693,0.9276168346405029,0.04608473926782608,0.9775000214576721,0.8476999998092651,0.8938999772071838
23,0.061145294457674026,0.9759523272514343,0.8914052248001099,0.9292973875999451,0.047142915427684784,0.975600004196167,0.8416000008583069,0.8881000280380249
24,0.05991104990243912,0.9766925573348999,0.8956665992736816,0.9325184226036072,0.04444807395339012,0.9789000153541565,0.8478999733924866,0.8930000066757202
25,0.05913260579109192,0.9758322834968567,0.8992077708244324,0.9331185817718506,0.042952314019203186,0.9775000214576721,0.8526999950408936,0.8971999883651733
26,0.05823540687561035,0.9780129790306091,0.9054897427558899,0.9369998574256897,0.04252644255757332,0.9794999957084656,0.8560000061988831,0.9014000296592712
27,0.057217493653297424,0.9779529571533203,0.9092509746551514,0.9400408267974854,0.042958252131938934,0.9789999723434448,0.853600025177002,0.8955000042915344
28,0.0564451701939106,0.9782730340957642,0.9129321575164795,0.9412612318992615,0.04310924932360649,0.9800999760627747,0.8568000197410583,0.8981999754905701
29,0.05576228350400925,0.9790933132171631,0.9153128862380981,0.9424616098403931,0.042423464357852936,0.978600025177002,0.858299970626831,0.9006999731063843
30,0.05484284833073616,0.97899329662323,0.9192541837692261,0.9449824094772339,0.04269001632928848,0.9793999791145325,0.859499990940094,0.9002000093460083
